,location_coordinates,Species,Region,Owner,Company,Country.of.Origin,Farm.Name,Mill,Lot.Number,ICO.Number,Altitude,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
1244,"9.86266,-83.9365152",Arabica,occidental,santa laura exportadora de cafe s.l.e.c. s.a.,santa laura exportadora de cafe s.l.e.c. s.a.,Costa Rica,several,several,,5-545-0007,1200 msm,Beneficio la Eva S.A.,250,1 kg,Specialty Coffee Association of Costa Rica,2014,"February 3rd, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Washed / Wet,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,0.12,2,0,Green,4,"February 3rd, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200,1200,1200
1245,"17.5393868,-101.2869995",Arabica,petatlan,gustavo abarca solis,,Mexico,el regadito,el regadito,,0,1248,GUSTAVO ABARCA SOLIS,50,1 kg,AMECAFE,2012,"July 26th, 2012",GUSTAVO ABARCA SOLIS,Typica,Washed / Wet,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,0.11,0,0,Green,3,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1248,1248,1248
1246,NA,Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,conquista / morito,beneficio ixchel,,11/23/0121,,Conquista/ Morito,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77.92,0.11,0,0,Green,7,"January 12th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
1247,"13.089837,-86.0168127",Arabica,jinotega,"bencafe, s. a.","beneficiadora norteÃ±a de cafe, s. a. (bencafe)",Nicaragua,el brigadum - la coronela,dry mill,017/105/16039,16039,1000,MARCIO ALBERTO RIVERA CASTELLON,275,69 kg,Specialty Coffee Association of Costa Rica,2016,"February 29th, 2016","BENCAFE, S. A.",,,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77.83,0.1,0,0,Bluish-Green,0,"February 28th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1000,1000,1000
1248,NA,Arabica,,cafe politico,green mountain coffee,Brazil,,n/a,,n/a,,n/a,1,5 lbs,Specialty Coffee Association,2014,"August 25th, 2014",Cafe Politico,,Washed / Wet,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,77.83,0.11,0,0,,2,"August 25th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
1249,NA,Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,el sacramento,beneficio ixchel,,11/23/0333,4300,LUIS RODRIGUEZ,250,1 kg,Asociacion Nacional Del CafÃ©,2013,"February 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,0.11,0,0,Green,2,"February 7th, 2014",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1250,"23.2808691,120.3618505",Arabica,"dongshan dist., tainan city è‡ºå—å¸‚æ±å±±å€","lin, che-hao krude æž—å“²è±ª","red on tree co., ltd.",Taiwan,"dongshan gaoyuan village chief manor coffee tainan, taiwan å°ç£å°å—æ±å±±é«˜åŽŸæ‘é•·èŽŠåœ’å’–å•¡","dongshan gaoyuan village chief manor coffee tainan, taiwan å°ç£å°å—æ±å±±é«˜åŽŸæ‘é•·èŽŠåœ’å’–å•¡",,Taiwan,750-800 m,Chen Shuei Lian é™³æ°´é€£,100,10 kg,Specialty Coffee Association,2012,"May 29th, 2013","Lin, Che-Hao Krude æž—å“²è±ª",Typica,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67,0.11,0,0,Bluish-Green,0,"May 29th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,750,800,775
1251,"19.6643179,-156.0255674",Arabica,kona,kona pacific farmers cooperative,kona pacific farmers cooperative,United States (Hawaii),,,,KP3150140,,,5,100 lbs,Specialty Coffee Association,2013,"May 3rd, 2013",Kona Pacific Farmers Cooperative,,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58,0.12,1,0,Green,5,"May 3rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
1252,"22.7182567,-102.473592",Arabica,coatepec,stephany escamilla femat,,Mexico,rancho los laureles,rancho los laureles,,110548082,1300,RUBRIA OCHOA BELLO,23,1 kg,AMECAFE,2012,"September 17th, 2012",STEPHANY ESCAMILLA FEMAT,Typica,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,0.13,0,0,Green,3,"September 17th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1300,1300,1300
1253,"13.9197339,-90.7011135",Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,la esperanza y anexos,beneficio ixchel,,11/426/1,4300,MARGARITA DE NUYENS Y/O CARLOS NUYENS,250,1 kg,Asociacion Nacional Del CafÃ©,2013,"January 29th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,0.11,2,0,Green,15,"January 29th, 2014",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1254,"-16.0836044,-48.3612241",Arabica,south of minas,ipanema coffees,ipanema coffees,Brazil,fazenda capoeirnha,dry mill,020/17,002/1660/0080,890,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33,0,0,0,Green,3,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890,890,890
1255,NA,Arabica,oriente,juan luis alvarado romero,outspan guatemala s.a.,Guatemala,various,las americas,,11-951-136,4000 p.s.n.m.,VARIOS,275,69 kg,Asociacion Nacional Del CafÃ©,2014,"April 8th, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1,0,Green,2,"April 8th, 2015",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2
1256,"23.9592508,-86.7979839",Arabica,zaragoza itundujia,israel eduardo paz garcia,cafeorganico.mx,Mexico,el naranjo,"zaragoza itundujia, oaxaca",,0,1500,AQUILINO GARCÃA RIAÃ‘O,10,1 kg,AMECAFE,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33,0.15,4,0,None,5,"September 13th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1500,1500,1500
1257,"19.5281277,-72.247821",Arabica,"dondon, haiti",myriam kaplan-pasternak,haiti coffee,Haiti,mixed,kkkld,,,400-1250m,Mixed,1,4 lbs,Specialty Coffee Association,2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Typica,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1,0,0,,1,"May 5th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,400,1250,825
1258,"19.6643179,-156.0255674",Arabica,kona,eileen koyanagi,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,Specialty Coffee Association of America,,Kona Pacific Farmers Cooperative,9,2 lbs,Specialty Coffee Association,2013,"January 27th, 2014",Eileen Koyanagi,,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25,0.12,1,0,Green,5,"January 27th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
1259,"15.3625572,-92.2699449",Arabica,"motozintla, chiapas",alejandro garcia palacios,industrializadora de kaffee andes s.a. de c.v.,Mexico,finca los andes,finca la fortuna,,1506558882,1200,ALEJANDRO GARCÃA PALACIOS,10,1 kg,AMECAFE,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Washed / Wet,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17,0.12,1,0,Green,11,"September 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200,1200,1200
1260,"-5.1338231,-79.1363974",Arabica,san ignacio,andrew bowman,"tony's coffee and teas, inc.",Peru,"producer group (approx. 1,000 farmers)",n/a,,30,900-1500 masl,Sol y Cafe,275,2 kg,Specialty Coffee Association,2014,"June 16th, 2015",Andrew Bowman,Caturra,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,0,7,0,Green,9,"June 15th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,900,1500,1200
1261,"13.3131108,75.737429",Arabica,chickmangalore,joshua marsceau,olam japan,India,,"aspinwall & co. ltd, mangalore",14/7/2015/172,14/7/2015/172,,Aspinwall & CO. LTD,20,50 kg,Specialty Coffee Association,2016,"January 16th, 2017",Joshua Marsceau,,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83,0,0,7,Green,0,"January 16th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
1262,"15.9260041,-96.4229246",Arabica,"pluma hidalogo, oaxaca",masamichi hiroike,,Mexico,various,various smallholders' wet mills,,016/2362/0051,1200 m,Various smallholders,250,6,Specialty Coffee Association,08/09 crop,"April 9th, 2010",Masamichi Hiroike,Typica,,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,76.75,0,0,0,,0,"April 9th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200,1200,1200
1263,NA,Arabica,oriente,juan luis alvarado romero,asociaciÃ³n nacional del cafÃ© - anacafe -,Guatemala,conquista / morito,beneficio ixchel,,11/23/01,,Conquista/Morito,250,2 kg,Asociacion Nacional Del CafÃ©,2012,"January 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5,0.12,0,0,None,4,"January 2nd, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
1264,"19.4761089,-96.993618",Arabica,coatepec,homero antonio de anda andrade,exportadora moretto s.a. de c.v.,Mexico,,exportadora moretto s.a. de c.v.,,0,1100,CASTULO GUTIERREZ,10,1 kg,AMECAFE,2012,"July 26th, 2012",HOMERO ANTONIO DE ANDA ANDRADE,Typica,Washed / Wet,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42,0.13,0,0,Green,14,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
1265,NA,Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,agropecuaria quiagral,beneficio ixchel,,11/23/0394,4300,AGROPECUARIA QUIAGRAL,250,69 kg,Asociacion Nacional Del CafÃ©,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,0.11,0,0,Green,8,"April 30th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1266,NA,Arabica,oriente,juan luis alvarado romero,eduardo ambrocio,Guatemala,conquista / morito,beneficio ixchel,,11/23/0101,,Conquista/Morito,250,2 kg,Asociacion Nacional Del CafÃ©,2011/2012,"January 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76.33,0.11,0,0,,5,"January 2nd, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
1267,"19.6643179,-156.0255674",Arabica,kona,eileen koyanagi,kona pacific farmers cooperative,United States (Hawaii),,,,KPBP 21114,,,2,100 lbs,Specialty Coffee Association,2014,"March 18th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25,0,0,0,Green,0,"March 18th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
1268,"19.6643179,-156.0255674",Arabica,kona,eileen koyanagi,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,Specialty Coffee Association,,Kona Pacific Farmers Cooperative,6,100 lbs,Specialty Coffee Association,2013,"January 20th, 2014",Eileen Koyanagi,,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,76.17,0,0,0,Bluish-Green,3,"January 20th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
1269,"23.9592508,-86.7979839",Arabica,zaragoza itundujia,israel eduardo paz garcia,cafeorganico.mx,Mexico,agua de la mariposa,"zaragoza itundujia, oaxaca",,1405792248,1400,ISIDORA HERAS HERNANDEZ,11,1 kg,AMECAFE,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76.17,0.16,2,0,None,4,"September 17th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1400,1400,1400
1270,NA,Arabica,indonesia,william ho,,Indonesia,1,1,,1,3500,1,15,2 kg,Specialty Coffee Association,2011,"January 18th, 2012",William Ho,Other,Natural / Dry,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,76.17,0.12,4,0,None,26,"January 17th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,3500,3500,3500
1271,"19.3053455,-97.017316",Arabica,tepictla,guillermo eduardo bobadilla muguira,el mejor cafÃ©,Mexico,finca tepictla,tepictla y xalapa veracruz,,1104372556,1250,GUILLERMO EDUARDO BOBADILLA MUGUIRA,20,1 kg,AMECAFE,2012,"September 10th, 2012",GUILLERMO EDUARDO BOBADILLA MUGUIRA,Bourbon,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08,0.12,0,0,Green,12,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250,1250,1250
1272,"14.3234352,-88.1848098",Arabica,intibuca,cafes finos de exportacion s de r.l.,cafes finos de exportacion s de r.l.,Honduras,various,cafes finos de exportacion s. de r.l.,,13-117-87,1350,Cooperativa Coaquil,275,2 kg,Instituto HondureÃ±o del CafÃ©,2014,"May 15th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Natural / Dry,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76,0.11,0,0,Green,7,"May 15th, 2015",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350,1350,1350
1273,"16.6285246,120.5901114",Arabica,"benguet, mountain province",ana gonzales,prime3,Philippines,various,,,0,1000+ meters,various smallholders,1,2 kg,Specialty Coffee Association,2012,"May 14th, 2013",Ana Gonzales,,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,75.83,0.12,0,0,Green,2,"May 14th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1000,1000,1000
1274,"-18.7151918,-47.7786707",Arabica,monte carmelo,volcafe ltda. - brasil,volcafe ltda.,Brazil,,copag,2017/2018-Lot01,,,,440,59 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 27th, 2017",Volcafe Ltda. - Brasil,,Natural / Dry,7.17,7,6.83,7.5,7.17,7,8,8,10,7,75.67,0.11,0,1,Green,6,"October 27th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,NA,NA,NA
1275,NA,Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,agropecuaria quiagral,beneficio ixchel,,11/23/0768,4300,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58,0.11,0,0,Green,15,"July 9th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
1276,NA,Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,conquista / morito,beneficio ixchel,,11/23/0121,,Conquista / Morito,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"January 6th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,75.58,0.12,0,0,,10,"January 5th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
1277,"19.6092253,-97.0356903",Arabica,tlacuilotepec,juana rodriguez gutierrez,productores e industrializadores de cafÃ© orgÃ¡nico la fe s.c. de r.l.,Mexico,la joya,"palo blanco, tlacuilotepec, puebla",,1207093598,1100,JUANA RODRIGUEZ GUTIERREZ,10,1 kg,AMECAFE,2012,"September 12th, 2012",JUANA RODRIGUEZ GUTIERREZ,Pacamara,Washed / Wet,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75.5,0.11,4,0,Green,20,"September 12th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
1278,"17.0834384,-91.8104998",Arabica,ocosingo,francisco hernandez lorenzo,sposel s. de s.s.,Mexico,"zaragoza, montelibano, pamal navil","zaragoza, montelibano, pamal navil",,2670,1200,SPOSEL S. DE S.S.,100,1 kg,AMECAFE,2012,"September 12th, 2012",FRANCISCO HERNANDEZ LORENZO,Mundo Novo,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75.17,0.11,0,0,Green,20,"September 12th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200,1200,1200
1279,"21.1103038,-111.5687751",Arabica,,montegrande,cafe montegrande,Mexico,finca monte grande,,,F07008657,1100,SURAYA MAGDALENA LOTFE CALDERON,36,1 kg,AMECAFE,2012,"June 6th, 2012",MONTEGRANDE,Other,Washed / Wet,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75.17,0.12,0,0,,8,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100,1100,1100
1280,"18.1297405,-96.846295",Arabica,huautla de jimenez,martin jimenez casiano,union regional de cafeticultores de la mazateca alta,Mexico,peÃ±a campana,peÃ±a campana,,3,1280,"MARTÃN JIMENEZ CASIANO, PAULINA CERQUEDA ALVAREZ, JULIO MARTINEZ TERAN",18,1 kg,AMECAFE,2012,"March 5th, 2012",MARTIN JIMENEZ CASIANO,Typica,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,75.17,0.13,23,0,Bluish-Green,29,"March 5th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1280,1280,1280
1281,NA,Arabica,menglian,"grupo juvenil magtayani, ac",grupo juvenil magtayani ac,Mexico,la cruz,mecatlÃ¡n veracruz,,0,850,MIGUEL LOPEZ TIRZO,43,1 kg,AMECAFE,2012,"July 11th, 2012","GRUPO JUVENIL MAGTAYANI, AC",Typica,Washed / Wet,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75,0.14,15,0,Green,7,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,850,850,850
1282,"16.8413811,-97.6228112",Arabica,zaragoza itundujia,israel eduardo paz garcia,cafeorganico.mx,Mexico,el limÃ³n,"zaragoza itundujia, oaxaca",,0,1500,GEREMIAS RIAÃ‘O LOPEZ,14,1 kg,AMECAFE,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74.92,0.17,0,0,None,6,"September 13th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1500,1500,1500
1283,"19.4761089,-96.993618",Arabica,coatepec,pablo enrique martinez gama,,Mexico,la orduÃ±a,falcafe s.a. de c.v.,,1104362940,1250,PABLO ENRIQUE MARTINEZ GAMA,20,1 kg,AMECAFE,2012,"August 1st, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83,0.12,0,0,Green,30,"August 1st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250,1250,1250
1284,NA,Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,conquista / morito,beneficio ixchel,,11/23/0122,,Conquista / Morito,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"January 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,74.75,0.11,0,0,,8,"January 8th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
1285,NA,Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,conquista / morito,beneficio ixchel,,11/23/0101,,Conquista/Morito,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"January 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,74.75,0.11,0,0,,10,"January 4th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
1286,"25.9561103,-107.0565328",Arabica,chiapas,nestor mendez gomez,cesmach s.c.,Mexico,sierra madre,"angel albino corzo, chiapas",,016-2129,1700,CESMACH (VARIOS),275,1 kg,AMECAFE,2013,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Typica,Washed / Wet,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74.67,0.12,0,0,Green,7,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1700,1700,1700
1287," 19.6643179,-156.0255674",Arabica,kona,eileen koyanagi,kona pacific farmers cooperative,United States (Hawaii),,,,KPBP 022414,,,3,100 lbs,Specialty Coffee Association,2014,"March 13th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,74.42,0,1,0,Blue-Green,2,"March 13th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
1288,NA,Arabica,oriente,juan luis alvarado romero,"unex guatemala, s.a.",Guatemala,la castellana,beneficio ixchel,,11/23/0796,4300,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"June 6th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74.33,0.11,1,0,Green,1,"June 6th, 2014",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64
